NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
copy	0.1111111111111111	privacy laws	0.005772005772005772	access	0.3953823953823954	access	0.8282828282828283
datum	0.30303030303030304	privacy policy	0.007215007215007215	gather	0.010101010101010102	request	0.41414141414141414
right	0.5050505050505051	eea	0.017316017316017316	request	0.2813852813852814	datum	0.3434343434343434
datum subject access request	0.005772005772005772	terms	0.010101010101010102	process	0.1717171717171717	right	0.5353535353535354
access request	0.015873015873015872	tandem	0.007215007215007215	know	0.02886002886002886	copy	0.10101010101010101
access	0.3953823953823954	personal information	0.010101010101010102	enable	0.020202020202020204	gather	0.010101010101010102
information	0.5512265512265512	carx technologies limited	0.007215007215007215	hold	0.24386724386724387	personal	0.6868686868686869
exemption	0.020202020202020204	yazio	0.007215007215007215	check	0.030303030303030304	lawfully	0.010101010101010102
request	0.08658008658008658	icbc business	0.005772005772005772	receive	0.06060606060606061	receive	0.050505050505050504
account tool	0.005772005772005772	personal data	0.030303030303030304	delete	0.020202020202020204	process	0.18181818181818182
faith effort	0.01443001443001443	gdpr	0.05339105339105339	amend	0.010101010101010102	enable	0.020202020202020204
error	0.010101010101010102	lion studios	0.005772005772005772	provide	0.1645021645021645	subject	0.0707070707070707
game setting	0.007215007215007215	musescore	0.007215007215007215	store	0.049062049062049064	hold	0.26262626262626265
user	0.05772005772005772	data	0.03318903318903319	oblige	0.008658008658008658	commonly	0.04040404040404041
purpose	0.06060606060606061	amino	0.010101010101010102	rectify	0.011544011544011544	check	0.030303030303030304
summary	0.010101010101010102	nekki limited	0.005772005772005772	base	0.025974025974025976	know	0.030303030303030304
instruction	0.010101010101010102	eu	0.007215007215007215	load	0.010101010101010102	delete	0.020202020202020204
section	0.02886002886002886	hong kong law	0.007215007215007215	follow	0.01875901875901876	amend	0.010101010101010102
case	0.03318903318903319	legal protection	0.007215007215007215	ask	0.050505050505050504	information	0.6060606060606061
confirmation	0.025974025974025976	article	0.024531024531024532	relate	0.010101010101010102	correct	0.04040404040404041
rectification	0.012987012987012988	game	0.007215007215007215	obtain	0.049062049062049064	privacy	0.04040404040404041
delay	0.010101010101010102	personal	0.03463203463203463	concern	0.05627705627705628	exemption	0.020202020202020204
account	0.08080808080808081	dingtone	0.007215007215007215	complete include	0.005772005772005772	laws	0.010101010101010102
mean	0.010101010101010102	contact homa games	0.007215007215007215	take	0.010101010101010102	provide	0.16161616161616163
processing	0.03318903318903319	availability alerts delivers	0.007215007215007215	contact	0.047619047619047616	certain	0.0707070707070707
statement	0.010101010101010102	recommendations listmania	0.007215007215007215	realize	0.010101010101010102	oblige	0.010101010101010102
contact information	0.005772005772005772	profile	0.008658008658008658	object	0.008658008658008658	simple	0.010101010101010102
rectification right	0.007215007215007215	playdemic	0.007215007215007215	use	0.04329004329004329	store	0.04040404040404041
complaint erasure	0.007215007215007215	data protection act	0.007215007215007215	share	0.010101010101010102	account	0.10101010101010101
blockage	0.010101010101010102	privacy settings	0.007215007215007215	log	0.023088023088023088	tool	0.010101010101010102
data	0.03463203463203463	notification settings	0.007215007215007215	collect	0.017316017316017316	error	0.010101010101010102
company	0.010101010101010102	account settings	0.007215007215007215	verify	0.010101010101010102	rectify	0.020202020202020204
game account	0.007215007215007215	privacy center	0.007215007215007215	rectify erase	0.007215007215007215	effort	0.020202020202020204
use	0.020202020202020204	spotify	0.010101010101010102	restrict	0.01875901875901876	faith	0.020202020202020204
respect	0.030303030303030304	privacy	0.010101010101010102	write	0.007215007215007215	good	0.020202020202020204
order	0.03896103896103896	lion	0.004329004329004329	associate	0.02886002886002886	make	0.050505050505050504
law	0.05627705627705628	homa	0.004329004329004329	register	0.008658008658008658	game	0.04040404040404041
detail	0.03896103896103896	list	0.002886002886002886	review	0.030303030303030304	user	0.06060606060606061
account setting page	0.007215007215007215	laws	0.002886002886002886	control	0.02886002886002886	setting	0.06060606060606061
service	0.05339105339105339	policy	0.002886002886002886	exercise	0.03463203463203463	eea	0.020202020202020204
setting page	0.007215007215007215	information	0.005772005772005772	correct complete	0.005772005772005772	available	0.020202020202020204
time	0.05339105339105339	technologies	0.002886002886002886	update	0.010101010101010102	load	0.010101010101010102
tab	0.010101010101010102	limited	0.005772005772005772	aim	0.010101010101010102	policy	0.010101010101010102
method	0.008658008658008658	carx	0.002886002886002886	include	0.07936507936507936	follow	0.020202020202020204
accordance	0.050505050505050504	icbc	0.002886002886002886	automate	0.020202020202020204	summary	0.010101010101010102
datum storage	0.01443001443001443	business	0.002886002886002886	confirm	0.02886002886002886	section	0.030303030303030304
controller confirmation	0.01443001443001443	studios	0.002886002886002886	entitle	0.020202020202020204	base	0.020202020202020204
decision	0.020202020202020204	nekki	0.002886002886002886	download	0.020202020202020204	purpose	0.06060606060606061
making	0.020202020202020204	hong	0.002886002886002886	like	0.010101010101010102	instruction	0.010101010101010102
profiling	0.020202020202020204	kong	0.002886002886002886	submit	0.010101010101010102	terms	0.010101010101010102
period	0.030303030303030304	law	0.002886002886002886	reserve	0.010101010101010102	ask	0.050505050505050504
existence	0.020202020202020204	legal	0.002886002886002886	communicate	0.010101010101010102	case	0.04040404040404041
category	0.04040404040404041	protection	0.005772005772005772	plan	0.008658008658008658	confirmation	0.04040404040404041
recipient	0.04040404040404041	contact	0.002886002886002886	let	0.010101010101010102	relate	0.010101010101010102
child	0.010101010101010102	games	0.002886002886002886	strive	0.010101010101010102	rectification	0.020202020202020204
parent	0.010101010101010102	availability	0.002886002886002886	inquire	0.010101010101010102	inaccurate	0.010101010101010102
format	0.015873015873015872	alerts	0.002886002886002886	locate	0.020202020202020204	undue	0.010101010101010102
machine	0.020202020202020204	delivers	0.002886002886002886	maintain	0.020202020202020204	obtain	0.050505050505050504
data access request	0.007215007215007215	recommendations	0.002886002886002886	access modify	0.007215007215007215	concern	0.06060606060606061
page	0.025974025974025976	listmania	0.002886002886002886	export	0.010101010101010102	delay	0.010101010101010102
setting	0.03318903318903319	act	0.002886002886002886	email	0.017316017316017316	supplementary	0.010101010101010102
button	0.020202020202020204	settings	0.002886002886002886	explain	0.010101010101010102	include	0.08080808080808081
data protection law	0.007215007215007215	notification	0.002886002886002886	possess	0.010101010101010102	statement	0.010101010101010102
message	0.020202020202020204	account	0.002886002886002886	correct	0.020202020202020204	processing	0.04040404040404041
content	0.010101010101010102	center	0.002886002886002886	add	0.010101010101010102	incomplete	0.020202020202020204
filter	0.010101010101010102			meet	0.010101010101010102	complete	0.020202020202020204
datum processing	0.007215007215007215			note	0.008658008658008658	mean	0.010101010101010102
time information	0.007215007215007215			describe	0.010101010101010102	contact	0.06060606060606061
data storage	0.007215007215007215			send	0.010101010101010102	incorrect	0.010101010101010102
charge	0.010101010101010102			require	0.008658008658008658	realize	0.010101010101010102
duration	0.008658008658008658			conduct	0.010101010101010102	use	0.10101010101010101
origin	0.010101010101010102			depend	0.010101010101010102	complaint	0.010101010101010102
function	0.010101010101010102			call	0.008658008658008658	tandem	0.010101010101010102
article	0.011544011544011544			gain	0.010101010101010102	erasure	0.010101010101010102
case access	0.007215007215007215			volunteer	0.008658008658008658	blockage	0.010101010101010102
address	0.023088023088023088			envisage	0.008658008658008658	object	0.010101010101010102
circumstance	0.010101010101010102			undergo	0.010101010101010102	company	0.010101010101010102
legislation	0.010101010101010102			disclose	0.010101010101010102	data	0.1414141414141414
profile setting	0.007215007215007215			transmit	0.010101010101010102	share	0.010101010101010102
subject	0.012987012987012988			include recommend	0.007215007215007215	log	0.030303030303030304
example	0.01875901875901876			improve	0.010101010101010102	verify	0.010101010101010102
addition	0.010101010101010102			respect	0.010101010101010102	general	0.010101010101010102
comment	0.010101010101010102			enter	0.010101010101010102	respect	0.04040404040404041
record	0.010101010101010102			offer	0.010101010101010102	collect	0.020202020202020204
explanation	0.010101010101010102			invite	0.010101010101010102	order	0.020202020202020204
inaccuracy	0.010101010101010102			join	0.010101010101010102	restrict	0.020202020202020204
cost	0.010101010101010102			import	0.010101010101010102	law	0.08080808080808081
fee	0.010101010101010102			make	0.01443001443001443	european	0.010101010101010102
trade secret	0.007215007215007215			find	0.010101010101010102	erase	0.010101010101010102
property	0.010101010101010102			allow	0.010101010101010102	write	0.010101010101010102
help service	0.007215007215007215			choose	0.010101010101010102	register	0.010101010101010102
interest	0.010101010101010102			manage	0.010101010101010102	service	0.06060606060606061
assessment	0.010101010101010102			set	0.010101010101010102	associate	0.030303030303030304
evaluation	0.010101010101010102			record	0.010101010101010102	page	0.030303030303030304
test	0.008658008658008658			give	0.004329004329004329	tab	0.010101010101010102
right request	0.005772005772005772			regard	0.002886002886002886	review	0.030303030303030304
access right	0.007215007215007215			see	0.005772005772005772	time	0.050505050505050504
privacy law	0.007215007215007215			keep	0.001443001443001443	control	0.030303030303030304
term	0.010101010101010102			following	0.001443001443001443	method	0.010101010101010102
variation	0.010101010101010102			complete	0.005772005772005772	applicable	0.050505050505050504
portability	0.012987012987012988			erase	0.002886002886002886	accordance	0.050505050505050504
jurisdiction	0.030303030303030304			modify	0.002886002886002886	exercise	0.030303030303030304
research activity	0.007215007215007215			recommend	0.002886002886002886	update	0.010101010101010102
contract performance	0.007215007215007215					aim	0.010101010101010102
data portability	0.007215007215007215					carx	0.010101010101010102
consent	0.010101010101010102					profiling	0.020202020202020204
controller	0.015873015873015872					controller	0.030303030303030304
credit card information	0.007215007215007215					automate	0.010101010101010102
advertising preference address book	0.007215007215007215					limited	0.020202020202020204
mail notification setting	0.005772005772005772					technologies	0.010101010101010102
date information	0.005772005772005772					category	0.030303030303030304
wish list	0.007215007215007215					recipient	0.04040404040404041
gift card balance	0.007215007215007215					confirm	0.030303030303030304
mail password communication	0.005772005772005772					parent	0.010101010101010102
list reminder	0.005772005772005772					child	0.010101010101010102
shopping list	0.007215007215007215					readable	0.020202020202020204
click setting	0.007215007215007215					format	0.030303030303030304
payment setting	0.007215007215007215					structured	0.020202020202020204
gift registry	0.007215007215007215					machine	0.020202020202020204
product review	0.005772005772005772					entitle	0.020202020202020204
wedding registry	0.007215007215007215					submit	0.010101010101010102
seller account	0.007215007215007215					download	0.020202020202020204
recommendation	0.010101010101010102					button	0.010101010101010102
-url-	0.020202020202020204					like	0.010101010101010102
profile	0.005772005772005772					identifiable	0.030303030303030304
party	0.010101010101010102					personally	0.020202020202020204
address book contact	0.007215007215007215					protection	0.030303030303030304
mail address	0.005772005772005772					filter	0.010101010101010102
ability	0.010101010101010102					message	0.020202020202020204
game	0.015873015873015872					automatic	0.010101010101010102
writing	0.010101010101010102					content	0.010101010101010102
sharing preference	0.007215007215007215					reserve	0.010101010101010102
communication	0.010101010101010102					communicate	0.010101010101010102
link	0.010101010101010102					yazio	0.010101010101010102
relation	0.010101010101010102					storage	0.020202020202020204
ease	0.010101010101010102					free	0.010101010101010102
newsletter	0.004329004329004329					regard	0.010101010101010102
certificate	0.005772005772005772					plan	0.010101010101010102
section request	0.001443001443001443					charge	0.010101010101010102
base user	0.001443001443001443					duration	0.010101010101010102
process	0.008658008658008658					let	0.010101010101010102
log	0.004329004329004329					strive	0.010101010101010102
part	0.001443001443001443					icbc	0.010101010101010102
register user	0.001443001443001443					business	0.010101010101010102
datum collect	0.001443001443001443					inquire	0.010101010101010102
datum concern	0.002886002886002886					function	0.010101010101010102
plan duration	0.001443001443001443					locate	0.020202020202020204
art	0.001443001443001443					maintain	0.020202020202020204
email	0.002886002886002886					gdpr	0.06060606060606061
-emailwith	0.001443001443001443					15	0.030303030303030304
data access	0.001443001443001443					article	0.030303030303030304
balancing test	0.001443001443001443					lion	0.010101010101010102
information base	0.001443001443001443					address	0.030303030303030304
call right	0.001443001443001443					studios	0.010101010101010102
base	0.001443001443001443					legislation	0.010101010101010102
product	0.004329004329004329					circumstance	0.010101010101010102
baby	0.004329004329004329					exceptional	0.010101010101010102
contact	0.007215007215007215					medium	0.010101010101010102
preference	0.004329004329004329					export	0.010101010101010102
tool	0.002886002886002886					modify	0.010101010101010102
faith	0.005772005772005772					musescore	0.010101010101010102
effort	0.005772005772005772					email	0.020202020202020204
complaint	0.002886002886002886					amino	0.010101010101010102
erasure	0.002886002886002886					profile	0.020202020202020204
storage	0.008658008658008658					emailwith	0.010101010101010102
protection	0.002886002886002886					explain	0.010101010101010102
secret	0.002886002886002886					nekki	0.010101010101010102
trade	0.002886002886002886					existence	0.010101010101010102
help	0.002886002886002886					eu	0.010101010101010102
privacy	0.002886002886002886					possess	0.010101010101010102
research	0.002886002886002886					example	0.010101010101010102
activity	0.002886002886002886					particularly	0.010101010101010102
contract	0.002886002886002886					new	0.010101010101010102
performance	0.002886002886002886					record	0.020202020202020204
wish	0.002886002886002886					inaccuracy	0.010101010101010102
list	0.002886002886002886					comment	0.010101010101010102
registry	0.002886002886002886					add	0.010101010101010102
seller	0.002886002886002886					addition	0.010101010101010102
mail	0.005772005772005772					explanation	0.010101010101010102
click	0.001443001443001443					hong	0.010101010101010102
gift	0.002886002886002886					legal	0.010101010101010102
wedding	0.002886002886002886					kong	0.010101010101010102
card	0.002886002886002886					fee	0.010101010101010102
review	0.001443001443001443					administrative	0.010101010101010102
reminder	0.001443001443001443					cost	0.010101010101010102
payment	0.001443001443001443					small	0.010101010101010102
balance	0.002886002886002886					meet	0.010101010101010102
book	0.002886002886002886					secret	0.010101010101010102
sharing	0.002886002886002886					property	0.010101010101010102
date	0.001443001443001443					trade	0.010101010101010102
						intellectual	0.010101010101010102
						note	0.010101010101010102
						send	0.010101010101010102
						help	0.010101010101010102
						assessment	0.010101010101010102
						test	0.010101010101010102
						legitimate	0.010101010101010102
						require	0.010101010101010102
						balancing	0.010101010101010102
						evaluation	0.010101010101010102
						conduct	0.010101010101010102
						individual	0.010101010101010102
						jurisdiction	0.030303030303030304
						portability	0.020202020202020204
						variation	0.010101010101010102
						term	0.010101010101010102
						depend	0.010101010101010102
						gain	0.010101010101010102
						directly	0.010101010101010102
						dingtone	0.010101010101010102
						research	0.010101010101010102
						volunteer	0.010101010101010102
						activity	0.010101010101010102
						disclose	0.010101010101010102
						undergo	0.010101010101010102
						envisage	0.010101010101010102
						transmit	0.010101010101010102
						consent	0.010101010101010102
						contract	0.010101010101010102
						20	0.010101010101010102
						homa	0.010101010101010102
						games	0.010101010101010102
						url	0.010101010101010102
