NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
right	0.5272459499263623	general data protection regulation	0.007363770250368188	restrict	0.39322533136966126	restrict	0.44329896907216493
processing	0.5316642120765832	gdpr	0.055964653902798235	meet	0.010309278350515464	processing	0.5979381443298969
pre	0.008836524300441826	member state	0.007363770250368188	provide	0.041237113402061855	right	0.5360824742268041
datum	0.35346097201767307	union	0.010309278350515464	entitle	0.008836524300441826	gdpr	0.07216494845360824
condition	0.047128129602356406	personal information	0.011782032400589101	limit	0.14432989690721648	regulation	0.010309278350515464
article	0.020618556701030927	article	0.035346097201767304	demand	0.01914580265095729	limit	0.15463917525773196
data collection	0.007363770250368188	overmobile	0.008836524300441826	accord	0.008836524300441826	protection	0.030927835051546393
accordance	0.05154639175257732	privacy policy	0.005891016200294551	process	0.11634756995581738	provide	0.041237113402061855
art	0.029455081001472753	user experience improvement program location access	0.005891016200294551	prevent	0.01914580265095729	demand	0.020618556701030927
type	0.010309278350515464	mi account	0.007363770250368188	use	0.08836524300441827	condition	0.05154639175257732
company	0.010309278350515464	discord	0.007363770250368188	override	0.008836524300441826	certain	0.17525773195876287
restriction	0.2665684830633284	personal	0.022091310751104567	enable	0.020618556701030927	datum	0.38144329896907214
circumstance	0.12371134020618557	nekki limited	0.007363770250368188	verify	0.020618556701030927	data	0.1134020618556701
user	0.020618556701030927	art.18 gdpr	0.005891016200294551	suspend	0.010309278350515464	pre	0.010309278350515464
data accuracy	0.007363770250368188	twitter	0.007363770250368188	establish	0.010309278350515464	article	0.061855670103092786
request restriction	0.005891016200294551	periscope	0.008836524300441826	object	0.045655375552282766	personal	0.5463917525773195
use	0.11634756995581738	direct	0.005891016200294551	want	0.05154639175257732	meet	0.010309278350515464
scenario	0.010309278350515464	personal data	0.005891016200294551	need	0.039764359351988215	18	0.08247422680412371
ground	0.05154639175257732	itv	0.008836524300441826	ask	0.12371134020618557	general	0.010309278350515464
limitation	0.020618556701030927	freeview	0.007363770250368188	request	0.18114874815905743	entitle	0.010309278350515464
data	0.0662739322533137	protection	0.0029455081001472753	concern	0.033873343151693665	accord	0.010309278350515464
interest	0.060382916053019146	regulation	0.0029455081001472753	assert exercise	0.005891016200294551	collection	0.030927835051546393
consent	0.030927835051546393	general	0.0029455081001472753	defend	0.010309278350515464	accordance	0.05154639175257732
person	0.020618556701030927	data	0.005891016200294551	lift	0.017673048600883652	art	0.030927835051546393
purpose	0.08689248895434462	state	0.0029455081001472753	inform	0.01914580265095729	restriction	0.30927835051546393
protection	0.013254786450662739	member	0.0029455081001472753	permit	0.005891016200294551	prevent	0.020618556701030927
law	0.020618556701030927	information	0.005891016200294551	choose	0.041237113402061855	company	0.010309278350515464
deletion	0.030927835051546393	policy	0.0029455081001472753	apply	0.020618556701030927	process	0.13402061855670103
information	0.25184094256259204	privacy	0.0029455081001472753	pursuant	0.007363770250368188	type	0.010309278350515464
way	0.050073637702503684	account	0.0029455081001472753	assert	0.013254786450662739	user	0.030927835051546393
service	0.044182621502209134	mi	0.0029455081001472753	obtain	0.0780559646539028	circumstance	0.12371134020618557
data subject	0.007363770250368188	user	0.0029455081001472753	grant	0.008836524300441826	request	0.26804123711340205
controller restriction	0.022091310751104567	experience	0.0029455081001472753	control	0.047128129602356406	suspend	0.010309278350515464
legislator	0.010309278350515464	improvement	0.0029455081001472753	contact	0.010309278350515464	establish	0.010309278350515464
device setting	0.007363770250368188	program	0.0029455081001472753	require	0.050073637702503684	verify	0.020618556701030927
advertising id	0.005891016200294551	location	0.0029455081001472753	contest	0.050073637702503684	legitimate	0.061855670103092786
object	0.023564064801178203	access	0.0029455081001472753	describe	0.020618556701030927	need	0.041237113402061855
request	0.07363770250368189	art.18	0.0029455081001472753	exercise	0.023564064801178203	enable	0.020618556701030927
estriction	0.010309278350515464	nekki	0.0029455081001472753	consider	0.020618556701030927	override	0.010309278350515464
accuracy	0.07511045655375552	limited	0.0029455081001472753	stop process	0.007363770250368188	use	0.2268041237113402
storage purpose	0.007363770250368188			hold	0.048600883652430045	accuracy	0.08247422680412371
operating system setting	0.007363770250368188			adjust	0.020618556701030927	following	0.05154639175257732
cookie	0.010309278350515464			decline	0.010309278350515464	ask	0.12371134020618557
tracking	0.010309278350515464			opt	0.016200294550810016	want	0.05154639175257732
browser	0.013254786450662739			follow	0.008836524300441826	scenario	0.010309278350515464
identifier	0.010309278350515464			think	0.010309278350515464	limitation	0.020618556701030927
disclosure	0.033873343151693665			stop	0.033873343151693665	concern	0.041237113402061855
portability	0.020618556701030927			offer	0.010309278350515464	consent	0.030927835051546393
rectification	0.010309278350515464			find	0.010309278350515464	legal	0.041237113402061855
section	0.010309278350515464			share	0.020618556701030927	public	0.020618556701030927
collection use disclosure	0.007363770250368188			dispute	0.020618556701030927	union	0.010309278350515464
privacy setting	0.005891016200294551			disclose	0.010309278350515464	purpose	0.10309278350515463
example	0.05154639175257732			review	0.010309278350515464	state	0.020618556701030927
function	0.010309278350515464			base	0.008836524300441826	assert	0.020618556701030927
applier	0.008836524300441826			include	0.020618556701030927	defend	0.010309278350515464
acquisition processing restriction	0.007363770250368188			protect	0.008836524300441826	member	0.010309278350515464
ii	0.008836524300441826			submit	0.029455081001472753	important	0.020618556701030927
opposition	0.010309278350515464			write	0.027982326951399118	natural	0.010309278350515464
basis	0.030927835051546393			send	0.029455081001472753	person	0.020618556701030927
page	0.010309278350515464			state	0.020618556701030927	exercise	0.030927835051546393
setting	0.045655375552282766			retain	0.010309278350515464	ground	0.030927835051546393
ability	0.010309278350515464			access	0.010309278350515464	inform	0.020618556701030927
case	0.020618556701030927			collect	0.030927835051546393	lift	0.020618556701030927
marketing purpose	0.029455081001472753			upload	0.010309278350515464	deletion	0.030927835051546393
period	0.010309278350515464			serve	0.010309278350515464	law	0.020618556701030927
time	0.020618556701030927			relate	0.010309278350515464	permit	0.010309278350515464
marketing processing	0.005891016200294551			erase	0.010309278350515464	information	0.26804123711340205
profiling	0.010309278350515464			fulfil	0.010309278350515464	service	0.05154639175257732
establishment exercise	0.007363770250368188			stipulate	0.008836524300441826	available	0.020618556701030927
claim	0.010309278350515464			notify	0.010309278350515464	choose	0.041237113402061855
defense	0.010309278350515464			pursue	0.010309278350515464	way	0.030927835051546393
